ZIPCode,ChildEthnicityHispLatino,ChildRaceBlackAfriAmer,ChildRaceWhite,ChildRaceMult,ChildMale,ChildFemale,ChildAgeInfantToddler,ChildAgePrek,ChildAgeSchAge
78744,129.5121951219512,45.260162601626014,108.52032520325203,7.2439024390243905,86.26016260162602,100.76422764227642,71.76422764227642,63.7479674796748,51.51219512195122
78744,130.97560975609755,46.479674796747965,110.95934959349593,6.512195121951219,87.47967479674797,102.47154471544715,73.47154471544715,63.50406504065041,52.97560975609756
78744,132.4878048780488,47.739837398373986,113.47967479674797,5.7560975609756095,88.73983739837398,104.23577235772358,75.23577235772358,63.2520325203252,54.48780487804878
78744,134.0,49.0,116.0,5.0,90.0,106.0,77.0,63.0,56.0
78744,134.0,51.0,116.0,2.5,90.0,109.0,77.0,69.0,53.0
78744,141.0,60.0,115.0,2.5,99.0,114.0,78.0,75.0,60.0
78744,142.0,52.0,115.0,2.5,97.0,108.0,82.0,76.0,47.0
78744,159.0,57.0,127.0,6.0,108.0,122.0,93.0,87.0,50.0
78744,158.0,61.0,120.0,8.0,111.0,120.0,90.0,95.0,46.0
78744,159.0,56.0,124.0,9.0,114.0,113.0,83.0,99.0,45.0
78744,165.0,60.0,123.0,9.0,112.0,119.0,84.0,98.0,49.0
78744,149.0,58.0,106.0,9.0,98.0,110.0,75.0,91.0,42.0
78744,140.0,50.0,101.0,9.0,92.0,99.0,65.0,86.0,40.0
78744,138.0,45.0,104.0,7.0,91.0,97.0,63.0,80.0,45.0
78744,136.0,43.0,101.0,7.0,91.0,95.0,56.0,84.0,46.0
78744,128.0,47.0,96.0,7.0,89.0,93.0,55.0,87.0,40.0
78744,128.0,46.0,98.0,8.0,88.0,96.0,58.0,86.0,40.0
78744,129.0,49.0,98.0,8.0,90.0,96.0,56.0,88.0,43.0
78745,83.0,18.0,81.0,2.5,59.0,51.0,34.0,39.0,37.0
78745,78.0,19.0,76.0,2.5,58.0,49.0,31.0,43.0,33.0
78745,82.0,19.0,80.0,2.5,62.0,49.0,30.0,47.0,34.0
78745,86.0,22.0,84.0,2.5,65.0,53.0,33.0,51.0,34.0
78745,89.0,23.0,86.0,2.5,64.0,57.0,34.0,52.0,35.0
78745,92.0,27.0,87.0,8.0,68.0,63.0,37.0,55.0,39.0
78745,88.21951219512195,27.0,83.72357723577235,8.504065040650406,64.47154471544715,64.00813008130082,39.016260162601625,54.24390243902439,35.21951219512195
78745,84.4390243902439,27.0,80.44715447154472,9.008130081300813,60.94308943089431,65.01626016260163,41.03252032520325,53.48780487804878,31.4390243902439
78745,80.78048780487805,27.0,77.27642276422765,9.495934959349594,57.52845528455285,65.9918699186992,42.983739837398375,52.75609756097561,27.78048780487805
78745,77.0,27.0,74.0,10.0,54.0,67.0,45.0,52.0,24.0
78745,77.0,25.0,73.0,10.0,56.0,64.0,47.0,49.0,24.0
78745,75.0,25.0,72.0,11.0,56.0,64.0,43.0,51.0,26.0
78745,80.0,20.0,77.0,7.0,62.0,57.0,40.0,49.0,30.0
78745,82.0,22.0,80.0,5.0,61.0,61.0,42.0,47.0,33.0
78745,85.0,23.0,84.0,5.0,65.0,64.0,46.0,49.0,34.0
78745,78.0,23.0,78.0,6.0,63.0,59.0,42.0,44.0,36.0
78745,84.0,23.0,80.0,6.0,69.0,62.0,41.0,47.0,43.0
78745,88.0,23.0,79.0,9.0,68.0,64.0,43.0,50.0,39.0
78745,95.0,23.0,85.0,9.0,73.0,66.0,38.0,62.0,39.0
78745,99.0,24.0,91.0,10.0,75.0,70.0,39.0,62.0,44.0
78745,92.0,23.0,84.0,11.0,74.0,63.0,39.0,55.0,43.0
78745,96.28455284552845,25.772357723577237,86.26829268292683,11.0,75.76422764227642,65.26829268292683,40.260162601626014,57.016260162601625,43.75609756097561
78745,100.4308943089431,28.45528455284553,88.46341463414635,11.0,77.47154471544715,67.46341463414635,41.479674796747965,58.96747967479675,44.48780487804878
78745,104.71544715447155,31.227642276422763,90.73170731707317,11.0,79.23577235772358,69.73170731707317,42.739837398373986,60.983739837398375,45.24390243902439
78745,109.0,34.0,93.0,11.0,81.0,72.0,44.0,63.0,46.0
78745,111.0,35.0,94.0,11.0,85.0,71.0,51.0,59.0,46.0
78745,111.0,36.0,95.0,12.0,84.0,75.0,52.0,58.0,49.0
78745,109.0,37.0,91.0,12.0,85.0,77.0,53.0,57.0,52.0
78745,106.0,37.0,88.0,13.0,81.0,81.0,48.0,62.0,52.0
78745,99.0,37.0,84.0,11.0,74.0,78.0,52.0,61.0,39.0
78745,99.0,45.0,84.0,11.0,83.0,83.0,60.0,65.0,41.0
78745,103.0,45.0,84.0,12.0,88.0,83.0,58.0,69.0,44.0
78745,91.0,39.0,72.0,13.0,81.0,67.0,54.0,56.0,38.0
78745,92.0,31.0,76.0,13.0,74.0,67.0,48.0,58.0,35.0
78745,93.0,35.0,73.0,13.0,76.0,66.0,40.0,65.0,37.0
78745,98.0,36.0,77.0,13.0,78.0,72.0,40.0,73.0,37.0
78745,99.0,36.0,76.0,13.0,73.0,75.0,42.0,70.0,36.0
78745,98.0,34.0,74.0,13.0,70.0,71.0,40.0,63.0,38.0
78745,98.0,36.0,74.0,13.0,70.0,72.0,36.0,63.0,43.0
78747,36.0,10.0,33.0,2.5,28.0,28.0,17.0,27.0,12.0
78747,38.0,7.0,35.0,2.5,27.0,28.0,17.0,26.0,12.0
78747,43.0,9.0,39.0,2.5,29.0,33.0,21.0,27.0,14.0
78747,44.0,9.0,40.0,2.5,29.0,34.0,24.0,26.0,13.0
78747,47.0,9.0,42.0,2.5,30.0,36.0,25.0,27.0,14.0
78747,53.0,9.0,45.0,2.5,33.0,39.0,25.0,28.0,19.0
78747,51.739837398373986,7.361788617886178,43.739837398373986,2.5,31.991869918699187,37.48780487804878,24.495934959349594,27.495934959349594,17.48780487804878
78747,50.479674796747965,5.723577235772357,42.479674796747965,2.5,30.983739837398375,35.97560975609756,23.991869918699187,26.991869918699187,15.975609756097562
78747,49.260162601626014,4.138211382113821,41.260162601626014,2.5,30.008130081300813,34.51219512195122,23.504065040650406,26.504065040650406,14.512195121951219
78747,48.0,2.5,40.0,2.5,29.0,33.0,23.0,26.0,13.0
78747,46.0,2.5,40.0,2.5,29.0,31.0,21.0,25.0,14.0
78747,45.0,5.0,38.0,2.5,28.0,33.0,23.0,26.0,12.0
78747,45.0,8.0,37.0,2.5,30.0,32.0,24.0,27.0,11.0
78747,44.0,7.0,38.0,2.5,28.0,32.0,20.0,32.0,8.0
78747,44.0,9.0,39.0,2.5,28.0,33.0,20.0,33.0,8.0
78747,45.0,9.0,40.0,2.5,29.0,33.0,18.0,36.0,8.0
78747,52.0,9.0,46.0,2.5,33.0,37.0,19.0,35.0,16.0
78747,50.0,10.0,44.0,2.5,32.0,38.0,19.0,37.0,14.0
78747,50.0,10.0,48.0,2.5,32.0,38.0,19.0,36.0,15.0
78747,49.0,10.0,47.0,2.5,33.0,37.0,20.0,34.0,16.0
78747,42.0,12.0,41.0,2.5,32.0,34.0,22.0,33.0,11.0
78747,44.77235772357724,13.260162601626016,42.764227642276424,2.5,34.26829268292683,34.75609756097561,25.276422764227643,32.24390243902439,11.504065040650406
78747,47.45528455284553,14.479674796747968,44.47154471544715,2.5,36.46341463414634,35.48780487804878,28.447154471544714,31.51219512195122,11.991869918699187
78747,50.22764227642276,15.739837398373984,46.235772357723576,2.5,38.73170731707317,36.24390243902439,31.72357723577236,30.75609756097561,12.495934959349594
78747,53.0,17.0,48.0,2.5,41.0,37.0,35.0,30.0,13.0
78747,60.0,20.0,50.0,2.5,47.0,38.0,37.0,34.0,14.0
78747,61.0,22.0,51.0,2.5,47.0,41.0,39.0,30.0,19.0
78747,63.0,24.0,52.0,2.5,49.0,37.0,40.0,30.0,16.0
78747,66.0,24.0,54.0,2.5,49.0,40.0,38.0,32.0,19.0
78747,65.0,18.0,54.0,2.5,45.0,37.0,38.0,31.0,13.0
78747,66.0,24.0,53.0,5.0,51.0,41.0,36.0,37.0,19.0
78747,72.0,25.0,59.0,5.0,54.0,45.0,35.0,41.0,23.0
78747,67.0,23.0,54.0,2.5,53.0,40.0,39.0,36.0,18.0
78747,68.0,26.0,59.0,2.5,51.0,47.0,39.0,39.0,20.0
78747,68.0,25.0,59.0,2.5,50.0,47.0,34.0,41.0,22.0
78747,68.0,24.0,59.0,2.5,50.0,46.0,32.0,42.0,22.0
78747,76.0,21.0,61.0,9.0,52.0,47.0,32.0,45.0,22.0
78747,69.0,20.0,55.0,9.0,47.0,47.0,27.0,44.0,23.0
78747,68.0,18.0,52.0,11.0,46.0,45.0,26.0,40.0,25.0
78748,60.0,11.0,76.0,2.5,48.0,49.0,17.0,50.0,30.0
78748,61.0,13.0,75.0,2.5,48.0,51.0,20.0,48.0,31.0
78748,68.0,18.0,79.0,6.0,53.0,57.0,24.0,54.0,32.0
78748,68.0,18.0,77.0,7.0,52.0,57.0,26.0,54.0,29.0
78748,68.0,17.0,83.0,5.0,53.0,59.0,26.0,57.0,29.0
78748,88.0,20.0,98.0,7.0,61.0,71.0,30.0,66.0,36.0
78748,84.21951219512195,20.0,95.47967479674797,6.495934959349594,61.2520325203252,67.47154471544715,31.008130081300813,64.23577235772358,33.479674796747965
78748,80.4390243902439,20.0,92.95934959349593,5.991869918699187,61.50406504065041,63.94308943089431,32.016260162601625,62.47154471544715,30.959349593495936
78748,76.78048780487805,20.0,90.52032520325203,5.504065040650406,61.7479674796748,60.52845528455285,32.99186991869919,60.764227642276424,28.520325203252032
78748,73.0,20.0,88.0,5.0,62.0,57.0,34.0,59.0,26.0
78748,74.0,20.0,88.0,5.0,62.0,57.0,34.0,59.0,26.0
78748,73.0,20.0,89.0,2.5,62.0,57.0,37.0,55.0,27.0
78748,81.0,17.0,93.0,2.5,59.0,67.0,44.0,54.0,28.0
78748,76.0,18.0,88.0,6.0,59.0,65.0,43.0,53.0,28.0
78748,81.0,22.0,92.0,5.0,62.0,69.0,42.0,56.0,33.0
78748,78.0,21.0,86.0,6.0,60.0,67.0,43.0,53.0,31.0
78748,83.0,24.0,90.0,9.0,65.0,71.0,41.0,56.0,39.0
78748,80.0,26.0,84.0,10.0,62.0,71.0,46.0,53.0,34.0
78748,86.0,26.0,87.0,10.0,67.0,70.0,48.0,54.0,35.0
78748,98.0,26.0,101.0,11.0,78.0,75.0,51.0,62.0,40.0
78748,91.0,22.0,94.0,10.0,76.0,67.0,51.0,56.0,36.0
78748,95.78861788617886,25.78048780487805,95.26016260162602,10.504065040650406,81.04065040650407,68.51219512195122,54.78048780487805,56.50406504065041,38.26829268292683
78748,100.42276422764228,29.4390243902439,96.47967479674797,10.991869918699187,85.91869918699187,69.97560975609755,58.4390243902439,56.99186991869919,40.46341463414634
78748,105.21138211382114,33.21951219512195,97.73983739837398,11.495934959349594,90.95934959349594,71.48780487804878,62.21951219512195,57.4959349593496,42.73170731707317
78748,110.0,37.0,99.0,12.0,96.0,73.0,66.0,58.0,45.0
78748,110.0,32.0,101.0,12.0,90.0,74.0,64.0,54.0,46.0
78748,119.0,33.0,110.0,12.0,94.0,80.0,63.0,59.0,52.0
78748,117.0,35.0,103.0,12.0,94.0,79.0,66.0,66.0,41.0
78748,131.0,50.0,111.0,11.0,105.0,90.0,64.0,78.0,53.0
78748,129.0,47.0,101.0,13.0,103.0,77.0,63.0,78.0,39.0
78748,128.0,48.0,98.0,12.0,102.0,77.0,60.0,76.0,43.0
78748,133.0,47.0,106.0,15.0,101.0,86.0,58.0,75.0,54.0
78748,119.0,39.0,94.0,12.0,86.0,78.0,53.0,68.0,43.0
78748,115.0,32.0,91.0,12.0,83.0,75.0,52.0,62.0,44.0
78748,122.0,32.0,94.0,12.0,89.0,79.0,54.0,67.0,47.0
78748,124.0,30.0,94.0,12.0,85.0,80.0,52.0,63.0,50.0
78748,127.0,25.0,100.0,10.0,83.0,83.0,57.0,59.0,50.0
78748,120.0,25.0,92.0,10.0,79.0,83.0,52.0,63.0,47.0
78748,119.0,26.0,89.0,10.0,77.0,82.0,50.0,58.0,51.0
78749,13.0,7.0,17.0,2.5,12.0,13.0,10.0,13.0,2.5
78749,11.0,7.0,17.0,2.5,11.0,14.0,11.0,13.0,2.5
78749,11.0,7.0,17.0,2.5,11.0,14.0,11.0,13.0,2.5
78749,11.0,7.0,17.0,2.5,11.0,14.0,9.0,15.0,2.5
78749,11.0,7.0,17.0,2.5,11.0,14.0,8.0,16.0,2.5
78749,12.0,7.0,18.0,2.5,12.0,14.0,9.0,16.0,2.5
78749,12.75609756097561,6.495934959349594,17.24390243902439,2.5,11.24390243902439,13.747967479674797,8.24390243902439,15.495934959349594,2.5
78749,13.512195121951219,5.991869918699187,16.48780487804878,2.5,10.487804878048781,13.495934959349594,7.487804878048781,14.991869918699187,2.5
78749,14.24390243902439,5.504065040650406,15.75609756097561,2.5,9.75609756097561,13.252032520325203,6.7560975609756095,14.504065040650406,2.5
78749,15.0,5.0,15.0,2.5,9.0,13.0,6.0,14.0,2.5
78749,16.0,5.0,15.0,2.5,10.0,13.0,7.0,14.0,2.5
78749,16.0,5.0,15.0,2.5,10.0,13.0,7.0,14.0,2.5
78749,13.0,9.0,14.0,2.5,13.0,12.0,11.0,13.0,2.5
78749,13.0,9.0,14.0,2.5,13.0,11.0,10.0,12.0,2.5
78749,13.0,9.0,16.0,2.5,13.0,13.0,11.0,13.0,2.5
78749,13.0,9.0,16.0,2.5,12.0,14.0,11.0,14.0,2.5
78749,13.0,9.0,17.0,2.5,12.0,15.0,11.0,14.0,2.5
78749,13.0,9.0,17.0,2.5,12.0,15.0,11.0,14.0,2.5
78749,11.0,5.0,15.0,2.5,10.0,12.0,8.0,12.0,2.5
78749,16.0,5.0,19.0,2.5,11.0,16.0,11.0,12.0,6.0
78749,14.0,6.0,15.0,5.0,9.0,16.0,10.0,13.0,2.5
78749,14.0,6.504065040650406,16.008130081300813,5.0,10.512195121951219,16.252032520325205,9.495934959349594,13.75609756097561,3.886178861788618
78749,14.0,6.991869918699187,16.983739837398375,5.0,11.975609756097562,16.495934959349594,9.008130081300813,14.487804878048781,5.227642276422765
78749,14.0,7.495934959349594,17.991869918699187,5.0,13.487804878048781,16.7479674796748,8.504065040650406,15.24390243902439,6.6138211382113825
78749,14.0,8.0,19.0,5.0,15.0,17.0,8.0,16.0,8.0
78749,16.0,8.0,22.0,5.0,16.0,20.0,10.0,16.0,10.0
78749,17.0,8.0,24.0,2.5,14.0,22.0,10.0,16.0,10.0
78749,18.0,8.0,22.0,2.5,14.0,20.0,9.0,15.0,10.0
78749,19.0,8.0,23.0,2.5,14.0,21.0,8.0,16.0,11.0
78749,15.0,8.0,22.0,2.5,13.0,21.0,8.0,16.0,10.0
78749,13.0,9.0,20.0,2.5,12.0,20.0,10.0,14.0,8.0
78749,15.0,9.0,22.0,2.5,12.0,22.0,10.0,14.0,10.0
78749,14.0,9.0,19.0,2.5,11.0,20.0,9.0,15.0,7.0
78749,13.0,9.0,18.0,5.0,10.0,22.0,12.0,13.0,7.0
78749,13.0,9.0,18.0,5.0,11.0,22.0,12.0,14.0,7.0
78749,13.0,9.0,17.0,5.0,11.0,21.0,10.0,14.0,8.0
78749,11.0,6.0,15.0,5.0,8.0,18.0,10.0,12.0,2.5
78749,12.0,6.0,15.0,5.0,10.0,17.0,10.0,13.0,2.5
78749,10.0,6.0,13.0,5.0,9.0,17.0,8.0,14.0,2.5
78750,13.0,15.0,13.0,2.5,20.0,15.0,9.0,13.0,13.0
78750,12.0,14.0,13.0,2.5,20.0,14.0,9.0,13.0,12.0
78750,13.0,17.0,12.0,2.5,23.0,14.0,10.0,11.0,16.0
78750,14.0,18.0,12.0,2.5,23.0,15.0,10.0,12.0,16.0
78750,13.0,16.0,12.0,2.5,22.0,14.0,10.0,10.0,16.0
78750,12.0,16.0,12.0,2.5,22.0,14.0,9.0,12.0,15.0
78750,11.747967479674797,16.504065040650406,11.495934959349594,3.130081300813008,22.0,14.504065040650406,9.75609756097561,12.75609756097561,13.991869918699187
78750,11.495934959349594,17.008130081300813,10.991869918699187,3.7601626016260163,22.0,15.008130081300813,10.512195121951219,13.512195121951219,12.983739837398375
78750,11.252032520325203,17.495934959349594,10.504065040650406,4.369918699186992,22.0,15.495934959349594,11.24390243902439,14.24390243902439,12.008130081300813
78750,11.0,18.0,10.0,5.0,22.0,16.0,12.0,15.0,11.0
78750,11.0,18.0,10.0,5.0,22.0,16.0,12.0,15.0,11.0
78750,12.0,18.0,14.0,2.5,24.0,17.0,13.0,16.0,12.0
78750,15.0,16.0,15.0,2.5,24.0,17.0,12.0,18.0,11.0
78750,14.0,15.0,12.0,2.5,22.0,15.0,9.0,19.0,9.0
78750,15.0,18.0,12.0,2.5,22.0,19.0,11.0,19.0,11.0
78750,15.0,17.0,12.0,2.5,21.0,19.0,12.0,17.0,11.0
78750,14.0,17.0,12.0,2.5,20.0,19.0,9.0,19.0,11.0
78750,16.0,19.0,15.0,2.5,23.0,20.0,7.0,21.0,15.0
78750,15.0,18.0,16.0,2.5,23.0,19.0,6.0,23.0,13.0
78750,15.0,18.0,18.0,2.5,26.0,19.0,6.0,25.0,14.0
78750,14.0,17.0,14.0,2.5,25.0,15.0,7.0,22.0,11.0
78750,13.24390243902439,17.504065040650406,13.495934959349594,2.5,25.252032520325205,15.252032520325203,7.252032520325203,21.747967479674795,11.504065040650406
78750,12.512195121951219,17.991869918699187,13.008130081300813,2.5,25.495934959349594,15.495934959349594,7.495934959349594,21.504065040650406,11.991869918699187
78750,11.75609756097561,18.495934959349594,12.504065040650406,2.5,25.7479674796748,15.747967479674797,7.747967479674797,21.2520325203252,12.495934959349594
78750,11.0,19.0,12.0,2.5,26.0,16.0,8.0,21.0,13.0
78750,12.0,20.0,12.0,5.0,27.0,16.0,8.0,22.0,13.0
78750,14.0,20.0,12.0,5.0,29.0,15.0,8.0,21.0,15.0
78750,14.0,14.0,14.0,2.5,27.0,10.0,6.0,18.0,13.0
78750,14.0,14.0,13.0,2.5,26.0,10.0,2.5,19.0,13.0
78750,13.0,16.0,13.0,2.5,23.0,13.0,2.5,19.0,13.0
78750,9.0,12.0,9.0,2.5,19.0,9.0,2.5,16.0,9.0
78750,10.0,12.0,10.0,2.5,19.0,10.0,2.5,16.0,10.0
78750,10.0,8.0,10.0,2.5,19.0,6.0,2.5,14.0,8.0
78750,11.0,11.0,11.0,2.5,19.0,8.0,5.0,13.0,9.0
78750,11.0,11.0,11.0,2.5,19.0,8.0,5.0,12.0,10.0
78750,11.0,11.0,11.0,2.5,20.0,8.0,5.0,12.0,11.0
78750,15.0,12.0,14.0,2.5,22.0,11.0,6.0,13.0,14.0
78750,15.0,13.0,14.0,2.5,22.0,12.0,6.0,13.0,15.0
78750,15.0,13.0,14.0,2.5,21.0,15.0,8.0,13.0,15.0
78751,6.0,2.5,7.0,2.5,2.5,7.0,7.0,2.5,2.5
78751,6.0,2.5,7.0,2.5,2.5,7.0,6.0,2.5,2.5
78751,5.0,2.5,6.0,2.5,2.5,7.0,5.0,2.5,2.5
78751,5.0,2.5,7.0,2.5,2.5,8.0,5.0,5.0,2.5
78751,6.0,2.5,7.0,2.5,2.5,7.0,5.0,5.0,2.5
78751,6.0,2.5,7.0,2.5,6.0,7.0,5.0,5.0,2.5
78751,5.117886178861789,2.5,5.865853658536585,2.5,5.117886178861789,6.747967479674797,5.0,4.369918699186992,2.5
78751,4.235772357723577,2.5,4.7317073170731705,2.5,4.235772357723577,6.495934959349594,5.0,3.7398373983739837,2.5
78751,3.382113821138211,2.5,3.6341463414634143,2.5,3.382113821138211,6.252032520325203,5.0,3.130081300813008,2.5
78751,2.5,2.5,2.5,2.5,2.5,6.0,5.0,2.5,2.5
78751,2.5,2.5,2.5,2.5,2.5,5.0,5.0,2.5,2.5
78751,2.5,2.5,2.5,2.5,2.5,5.0,5.0,2.5,2.5
78751,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,2.5
78751,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,2.5
78751,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,2.5
78751,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,2.5
78751,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
78751,5.0,6.0,6.0,2.5,7.0,7.0,5.0,2.5,5.0
78751,2.5,5.0,5.0,2.5,6.0,6.0,5.0,2.5,2.5
78751,2.5,6.0,5.0,2.5,5.0,8.0,2.5,5.0,2.5
78751,2.5,6.0,2.5,2.5,2.5,8.0,2.5,2.5,2.5
78751,3.6341463414634148,7.008130081300813,3.3821138211382116,2.5,2.5,9.764227642276422,3.130081300813008,3.886178861788618,3.3821138211382116
78751,4.731707317073171,7.983739837398375,4.235772357723578,2.5,2.5,11.471544715447155,3.739837398373984,5.227642276422765,4.235772357723578
78751,5.865853658536586,8.991869918699187,5.117886178861789,2.5,2.5,13.235772357723578,4.369918699186992,6.6138211382113825,5.117886178861789
78751,7.0,10.0,6.0,2.5,2.5,15.0,5.0,8.0,6.0
78751,7.0,8.0,6.0,2.5,2.5,13.0,5.0,7.0,5.0
78751,7.0,8.0,6.0,2.5,2.5,13.0,5.0,7.0,5.0
78751,10.0,8.0,10.0,2.5,9.0,15.0,9.0,10.0,5.0
78751,10.0,8.0,10.0,2.5,7.0,15.0,7.0,10.0,5.0
78751,11.0,8.0,10.0,2.5,8.0,14.0,6.0,10.0,6.0
